@relation 'KC3_fix-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 2 {A,B,C,D}
@attribute 28 {D,B,C,A}
@attribute 7 {A,B,C,D}
@attribute 12 {D,A,B,C}
@attribute 15 {A,D,C}
@attribute 39 {C,A,B,D}
@attribute 14 {A,B,C,D}
@attribute 17 {A,B,D}
@attribute 18 {A,B,C,D}
@attribute 16 {C,A,B,D}
@attribute 10 {A,C,D}
@attribute 38 {A,D,C}
@attribute 8 {A,C,D,B}
@attribute 3 {A,B,C,D}
@attribute 5 {A,C,D}
@attribute 6 {A,C,D}
@attribute 19 {D,A,C,B}
@attribute 20 {A,B,C,D}
@attribute 1 {A,B,C,D}
@attribute 29 {A,C,D}
@attribute 30 {A,C,D}
@attribute 31 {B,A,C,D}
@attribute 33 {A,C,B,D}
@attribute 35 {A,B,C,D}
@attribute 34 {A,B,C,D}
@attribute 27 {B,C,A,D}
@attribute 23 {A,B,C,D}
@attribute 24 {B,C,A,D}
@attribute 25 {B,D,C,A}
@attribute 4 {A,C,D}
@attribute 32 {A,C,D,B}
@attribute 13 {A,B,C,D}
@attribute 37 {B,A,C,D}
@attribute 9 {A,C,D}
@attribute 21 {B,A,C,D}
@attribute 22 {B,C,A,D}
@attribute 26 {B,C,A,D}
@attribute 11 {A,B,C,D}
@attribute 36 {B,A,C,D}
@attribute class {FALSE,TRUE}

@data
A,D,A,D,A,C,A,B,A,C,A,A,A,A,A,A,D,C,A,A,A,B,C,B,A,B,B,B,D,A,A,A,A,A,B,B,B,A,A,FALSE
A,D,A,D,A,C,A,D,A,C,A,A,A,A,A,A,D,C,A,A,A,B,C,C,B,C,B,C,C,A,A,A,B,A,B,C,C,A,B,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,D,A,C,A,A,A,B,B,B,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,TRUE
A,D,A,D,A,A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,B,A,B,C,A,C,A,A,A,B,B,B,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,A,A,B,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,B,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,A,A,B,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,A,A,B,A,A,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,A,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,B,A,A,A,A,A,A,A,B,A,B,D,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,B,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,C,A,C,A,A,A,B,B,B,A,B,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,C,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,C,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,B,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,A,A,A,D,C,A,A,A,B,A,B,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,B,A,B,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,B,A,B,D,A,C,A,A,A,B,B,B,A,A,FALSE
A,D,A,D,A,B,A,B,A,B,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,B,A,B,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,C,A,A,A,A,A,B,B,B,A,B,FALSE
A,D,A,D,A,B,A,B,A,B,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,A,A,A,A,B,B,B,A,B,FALSE
A,D,A,D,A,B,A,B,A,B,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,B,B,B,A,A,FALSE
A,D,A,D,A,B,A,B,A,B,A,A,C,A,A,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,B,B,B,A,B,FALSE
A,D,A,D,A,B,A,B,A,B,A,A,C,A,A,A,D,C,A,A,A,B,A,B,A,B,A,B,D,A,A,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,B,A,B,A,A,C,A,A,A,D,C,A,A,A,B,A,B,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,D,A,B,A,A,C,A,A,A,D,C,A,A,A,B,B,B,A,B,A,B,D,A,A,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,D,A,D,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,D,A,D,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,D,A,D,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,A,A,B,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,B,A,A,A,A,D,A,A,A,D,A,A,A,A,B,A,A,A,B,A,B,D,A,D,A,A,A,A,B,B,A,A,FALSE
A,B,B,A,A,C,A,A,B,C,A,A,C,A,A,A,C,B,A,A,A,B,A,A,B,C,B,B,C,A,C,B,B,A,B,C,C,B,C,FALSE
A,B,B,D,A,C,A,B,C,C,A,A,C,A,A,A,D,C,A,A,A,B,C,C,B,C,B,C,C,A,C,C,B,A,B,C,C,C,B,FALSE
A,B,A,A,A,C,A,B,A,C,C,A,C,A,A,C,B,B,A,C,C,B,A,A,A,B,A,B,C,A,C,B,B,C,B,C,C,A,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,A,C,A,A,C,D,B,A,C,C,B,B,B,B,B,B,B,B,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,A,C,A,A,C,D,B,A,C,C,B,A,A,A,B,B,B,C,A,A,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,B,A,C,C,A,C,A,A,C,B,C,A,C,C,B,A,A,B,B,B,B,C,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,C,A,A,C,D,B,A,C,C,B,A,A,A,B,A,B,C,A,C,B,A,C,B,B,B,B,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,C,A,A,C,D,B,A,C,C,B,B,B,A,B,B,B,C,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,C,A,A,C,D,B,A,C,C,B,B,B,B,C,B,B,C,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,C,A,A,C,D,B,A,C,C,B,B,B,B,C,B,B,B,A,C,B,B,C,C,C,C,B,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,C,A,A,C,D,C,A,C,C,B,C,C,C,C,C,C,B,A,C,B,B,C,C,C,C,B,C,FALSE
A,B,A,D,A,C,A,A,B,C,D,A,C,A,A,C,D,B,A,C,C,B,B,B,A,B,B,B,C,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,B,A,A,A,B,C,A,D,A,A,C,B,C,A,C,C,B,A,A,A,B,A,B,D,A,D,B,A,C,A,B,B,B,A,FALSE
A,B,A,D,A,B,A,A,B,B,C,A,D,A,A,C,D,C,A,C,C,B,A,B,A,B,A,B,C,A,C,B,A,C,B,B,B,B,B,FALSE
A,B,A,D,A,B,A,B,B,B,C,A,D,A,A,C,D,B,A,C,C,B,A,A,A,B,A,B,D,A,D,B,A,C,A,B,B,B,B,FALSE
A,B,A,D,A,B,A,B,B,B,C,A,D,A,A,C,D,C,A,C,C,B,A,A,A,B,A,B,D,A,C,B,A,C,A,B,B,B,B,FALSE
A,B,A,D,A,B,A,B,B,B,D,A,D,A,A,C,D,C,A,C,C,B,A,A,A,B,A,B,D,A,D,B,A,C,B,B,B,B,B,FALSE
A,B,A,D,A,B,A,B,B,B,D,A,D,A,A,C,D,B,A,C,C,C,A,A,A,B,A,B,C,A,D,C,A,C,B,B,B,B,A,FALSE
A,D,A,D,A,C,A,A,A,C,A,D,A,A,C,A,D,C,A,A,A,B,C,B,C,C,B,C,C,A,A,B,B,A,B,C,C,A,B,FALSE
A,D,A,D,A,A,A,A,A,A,A,D,C,A,C,A,A,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,D,C,A,C,A,D,A,A,A,A,A,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,A,A,A,A,A,A,D,C,A,C,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,A,A,B,A,A,A,D,C,A,C,A,D,A,A,A,A,B,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,D,C,A,C,A,D,A,A,A,A,B,A,A,A,B,A,B,D,A,C,A,A,A,B,B,B,A,B,FALSE
A,D,A,D,A,B,A,A,A,B,A,D,C,A,C,A,D,C,A,A,A,B,B,B,A,B,B,B,D,A,A,A,B,A,B,B,B,A,B,FALSE
A,D,A,D,A,B,A,B,A,B,A,D,C,A,C,A,D,B,A,A,A,B,A,A,A,B,A,B,D,A,A,A,A,A,B,B,B,A,A,FALSE
A,D,A,D,A,B,A,B,A,B,A,D,C,A,C,A,D,C,A,A,A,B,B,B,A,B,B,B,D,A,A,A,B,A,B,B,B,A,B,FALSE
A,D,A,D,A,A,A,B,A,A,A,D,D,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,FALSE
A,B,A,D,A,C,A,B,B,C,C,C,C,A,C,C,D,C,A,C,C,B,C,C,C,C,C,C,B,A,C,B,B,C,C,C,C,B,C,TRUE
A,B,B,A,A,C,A,A,B,C,A,C,C,A,A,A,C,B,A,A,A,B,A,A,B,B,A,B,C,C,C,B,B,A,B,B,B,B,B,FALSE
A,B,B,A,A,C,A,A,B,C,A,C,C,A,A,A,C,B,A,A,A,B,A,A,B,B,B,B,C,C,C,B,B,A,B,C,C,B,C,FALSE
A,D,A,D,A,C,A,A,A,C,A,A,A,B,A,A,D,C,A,A,A,B,C,C,B,C,C,C,D,A,A,B,B,A,A,C,C,A,A,FALSE
A,D,A,D,A,C,A,A,A,C,A,A,A,B,A,A,D,C,A,A,A,B,A,B,B,B,B,B,D,A,A,B,A,A,B,B,B,A,B,FALSE
A,D,A,D,A,C,A,A,A,C,A,A,A,B,A,A,D,C,A,A,A,B,C,B,B,C,B,C,C,A,A,B,B,A,B,C,C,A,B,FALSE
A,D,A,D,A,C,A,B,A,C,A,A,A,B,A,A,D,C,A,A,A,B,C,B,B,C,B,C,C,A,A,B,A,A,B,C,C,A,B,FALSE
A,D,A,D,A,C,A,B,A,C,A,A,A,B,A,A,D,C,A,A,A,B,C,C,B,C,B,C,C,A,A,B,A,A,B,C,C,A,B,TRUE
A,D,A,D,A,C,A,A,A,C,A,A,A,B,A,A,D,D,A,A,A,C,C,C,C,C,C,C,C,A,A,C,B,A,B,C,C,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,B,A,A,D,C,A,A,A,B,B,C,B,B,B,B,D,A,A,B,A,A,A,B,B,A,B,FALSE
A,D,A,D,A,B,A,A,A,B,A,A,C,B,A,A,D,C,A,A,A,B,A,B,A,B,B,B,D,A,A,B,A,A,B,B,B,A,B,FALSE
A,B,B,A,A,C,A,B,B,C,A,A,A,B,A,A,C,C,A,A,A,C,C,C,C,C,C,C,B,A,A,C,C,A,C,C,C,B,C,FALSE
A,B,B,A,A,C,A,A,B,C,A,A,C,B,A,A,C,C,A,A,A,B,B,B,C,C,B,C,B,A,C,C,B,A,B,C,C,B,C,FALSE
A,B,B,A,A,C,A,A,B,C,A,A,C,B,A,A,C,C,A,A,A,C,C,C,C,C,C,C,B,A,C,C,B,A,B,C,C,B,B,FALSE
A,B,B,A,A,C,A,A,B,C,A,A,C,B,A,A,C,C,A,A,A,C,C,C,C,C,C,C,C,A,C,C,B,A,B,C,C,B,C,FALSE
A,B,B,A,A,C,A,A,B,C,A,A,C,B,A,A,C,C,A,A,A,C,C,B,C,C,B,C,B,A,C,C,B,A,C,C,C,B,C,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,A,B,A,C,D,C,A,C,C,B,C,C,C,C,C,C,B,A,A,B,B,C,C,C,C,B,C,FALSE
A,B,A,A,A,C,A,D,A,C,C,A,C,B,A,C,B,C,A,C,C,C,C,C,B,C,C,C,C,A,C,C,B,C,B,C,C,A,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,A,C,B,A,C,D,C,A,C,C,B,C,B,B,C,B,C,B,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,A,C,B,A,C,D,C,A,C,C,B,C,C,B,C,B,C,C,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,C,B,A,C,D,B,A,C,C,B,C,B,B,C,B,C,B,A,C,B,B,C,C,C,C,B,C,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,C,B,A,C,D,C,A,C,C,B,B,B,B,C,B,C,C,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,A,A,C,C,A,C,B,A,C,B,C,A,C,C,C,B,B,B,C,B,C,C,A,C,C,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,A,C,B,A,C,D,C,A,C,C,C,A,B,B,B,B,B,D,A,C,C,B,C,B,B,B,B,B,FALSE
A,B,A,D,A,C,A,B,A,C,C,A,C,B,A,C,B,C,A,C,C,C,C,C,C,C,C,C,C,A,A,C,B,C,B,C,C,B,C,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,C,B,A,C,D,C,A,C,C,C,B,B,B,C,B,C,C,A,C,C,B,C,B,C,C,B,B,TRUE
A,D,A,D,A,B,A,A,A,B,A,D,C,B,C,A,D,C,A,A,A,B,A,B,A,B,A,B,D,A,A,B,A,A,A,B,B,A,A,FALSE
A,D,A,D,A,B,A,A,A,B,A,D,C,B,C,A,D,C,A,A,A,B,B,B,B,C,B,C,D,A,A,B,A,A,B,B,B,A,B,FALSE
A,D,A,D,A,B,A,A,A,B,A,D,C,B,C,A,D,C,A,A,A,B,B,B,B,C,B,C,D,A,A,B,B,A,B,B,B,A,B,FALSE
A,D,A,D,A,B,A,A,A,B,A,D,C,B,C,A,D,C,A,A,A,B,B,C,B,C,B,C,D,A,A,B,B,A,B,B,B,A,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,D,A,B,C,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,A,C,C,C,C,C,C,B,C,FALSE
A,B,A,D,A,C,A,B,B,C,C,C,C,B,C,C,D,C,A,C,C,B,C,B,B,C,B,C,C,A,C,B,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,C,C,B,C,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,B,C,C,C,C,B,C,FALSE
A,B,A,D,A,C,A,B,B,C,C,C,C,B,C,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,B,C,C,C,C,B,C,FALSE
A,B,A,D,A,C,A,D,B,C,C,C,C,B,C,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,B,C,C,C,C,B,C,FALSE
A,D,A,D,A,C,A,D,A,C,A,A,A,C,A,A,D,D,A,A,A,C,C,C,C,C,C,C,C,A,A,C,B,A,B,C,C,A,A,FALSE
A,B,B,A,A,C,A,A,B,C,A,A,C,C,A,A,C,C,A,A,A,C,B,C,B,C,B,C,C,A,C,C,B,A,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,A,A,C,A,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,A,C,C,C,C,C,C,B,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,A,A,C,A,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,A,C,B,C,C,C,C,B,C,FALSE
A,B,A,D,A,C,A,B,A,C,C,A,A,C,A,C,B,C,A,C,C,C,C,C,C,C,C,C,C,A,A,C,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,A,A,C,A,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,A,C,B,C,C,C,C,B,C,FALSE
A,B,A,D,A,C,A,A,A,C,C,A,B,C,A,C,B,C,A,C,C,C,C,C,C,C,C,C,C,A,C,C,B,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,A,B,C,C,A,B,C,A,C,D,C,A,C,C,C,C,C,C,C,C,C,C,A,C,C,B,C,B,C,C,B,B,FALSE
A,D,A,D,A,C,A,B,A,C,A,C,A,C,C,A,D,C,A,A,A,B,C,C,C,C,C,C,C,A,A,B,B,A,B,C,C,A,B,FALSE
A,D,A,D,A,C,A,B,A,C,A,D,A,C,C,A,D,C,A,A,A,B,C,C,C,C,C,C,C,A,A,B,B,A,B,C,C,A,B,FALSE
A,D,A,D,A,C,A,B,A,C,A,D,A,C,C,A,D,C,A,A,A,B,C,C,C,C,C,C,D,A,A,B,B,A,B,C,C,A,B,TRUE
A,B,B,A,A,C,A,A,B,C,A,C,C,C,C,A,C,C,A,A,A,C,C,C,C,C,C,C,B,A,C,C,B,A,B,C,C,B,C,FALSE
A,B,A,D,A,C,A,B,B,C,C,D,A,C,C,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,A,C,C,C,B,C,C,B,B,FALSE
A,B,A,D,A,C,A,B,B,C,C,C,B,C,A,C,D,C,A,C,C,C,C,C,C,C,C,C,B,C,A,C,B,C,C,C,C,B,C,TRUE
B,D,B,A,D,C,A,B,B,C,C,A,A,A,A,C,C,C,A,C,C,C,C,C,C,C,C,C,B,A,B,C,C,C,C,C,C,B,C,FALSE
B,B,B,A,A,C,A,A,B,C,C,A,C,A,A,C,B,C,A,C,C,C,B,B,C,C,B,C,B,A,C,C,B,C,C,C,C,C,C,FALSE
B,B,B,A,A,C,A,B,C,C,C,A,C,A,A,C,D,C,A,D,C,C,C,C,C,C,C,C,B,A,D,C,C,C,C,C,C,C,B,FALSE
B,B,B,A,C,C,A,A,C,C,C,A,C,A,A,C,C,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,C,C,C,C,C,C,C,FALSE
B,B,B,D,A,C,A,A,C,C,C,A,C,A,A,C,D,B,A,C,C,C,C,A,C,C,B,C,B,A,C,C,B,C,C,C,C,C,B,FALSE
B,B,B,D,A,C,A,B,C,C,C,A,C,A,A,C,D,C,A,C,C,C,C,C,B,C,B,C,C,A,C,C,B,C,B,C,C,C,B,FALSE
B,C,B,A,D,C,A,A,C,C,D,A,C,A,A,C,C,C,A,C,C,C,B,B,B,C,B,C,C,A,C,C,B,C,B,C,C,B,C,FALSE
B,D,B,A,D,C,A,D,C,C,D,A,C,A,A,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,B,C,C,C,C,B,C,FALSE
B,D,B,A,D,C,A,D,C,C,D,C,C,A,C,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,B,C,C,C,C,B,C,TRUE
B,B,B,A,A,C,A,A,C,C,A,A,C,B,A,A,C,C,A,A,A,C,C,B,C,C,B,C,C,A,C,C,B,A,B,C,C,C,B,TRUE
B,D,B,D,D,C,A,B,B,C,C,A,B,B,A,C,C,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,B,C,C,C,C,C,C,FALSE
B,B,B,A,A,C,A,B,A,C,C,A,C,B,A,C,A,C,A,C,C,C,B,B,B,C,B,C,C,A,C,C,B,C,B,C,C,B,B,FALSE
B,B,B,A,A,C,A,A,B,C,C,A,C,B,A,C,B,C,A,C,C,C,C,B,C,C,C,C,B,A,C,C,B,C,C,C,C,C,C,FALSE
B,B,B,A,A,C,A,A,B,C,C,A,C,B,A,C,B,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,C,C,C,C,C,C,C,TRUE
B,B,B,A,A,C,A,B,C,C,C,A,C,B,A,C,C,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,C,C,C,C,C,C,C,FALSE
B,C,B,A,D,C,A,B,C,C,C,A,C,B,A,C,C,C,A,C,C,C,B,B,B,C,B,C,C,A,C,C,B,C,B,C,C,C,B,FALSE
B,B,B,D,A,C,A,B,A,C,C,A,C,B,A,C,A,C,A,C,C,C,C,B,C,C,B,C,C,A,C,C,B,C,B,C,C,C,B,FALSE
B,B,B,D,A,C,A,B,C,C,C,A,C,B,A,C,D,C,A,C,C,C,C,C,C,C,C,C,B,A,C,C,B,C,C,C,C,C,C,FALSE
B,D,B,D,D,C,A,B,A,C,C,A,C,B,A,C,A,C,A,C,C,C,C,C,C,C,B,C,C,A,C,C,B,C,B,C,C,C,C,FALSE
B,D,B,D,D,C,A,B,C,C,C,A,C,B,A,C,D,C,A,C,C,C,C,C,C,C,B,C,C,A,C,C,B,C,B,C,C,C,C,FALSE
