@relation 'KC3_fix-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 24 {B,C,A,D}
@attribute 27 {B,C,A,D}
@attribute 2 {A,B,C,D}
@attribute 26 {B,C,A,D}
@attribute 22 {B,C,A,D}
@attribute 34 {A,B,C,D}
@attribute 39 {C,A,B,D}
@attribute 16 {C,A,B,D}
@attribute 33 {A,C,B,D}
@attribute 23 {A,B,C,D}
@attribute 37 {B,A,C,D}
@attribute 20 {A,B,C,D}
@attribute 35 {A,B,C,D}
@attribute 4 {A,C,D}
@attribute 3 {A,B,C,D}
@attribute 7 {A,B,C,D}
@attribute 1 {A,B,C,D}
@attribute 18 {A,B,C,D}
@attribute 11 {A,B,C,D}
@attribute 13 {A,B,C,D}
@attribute 31 {B,A,C,D}
@attribute 36 {B,A,C,D}
@attribute 21 {B,A,C,D}
@attribute 28 {D,B,C,A}
@attribute 38 {A,D,C}
@attribute 8 {A,C,D,B}
@attribute 32 {A,C,D,B}
@attribute 30 {A,C,D}
@attribute 6 {A,C,D}
@attribute 25 {B,D,C,A}
@attribute 29 {A,C,D}
@attribute 9 {A,C,D}
@attribute 14 {A,B,C,D}
@attribute 5 {A,C,D}
@attribute 19 {D,A,C,B}
@attribute 12 {D,A,B,C}
@attribute 10 {A,C,D}
@attribute 15 {A,D,C}
@attribute 17 {A,B,D}
@attribute class {FALSE,TRUE}

@data
B,B,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,A,C,C,A,A,D,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,D,A,C,C,A,A,D,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,D,A,C,A,A,A,C,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,D,A,C,A,A,A,D,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,D,A,C,C,A,A,D,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,D,A,C,C,A,A,D,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,C,B,A,A,A,A,A,A,A,B,A,A,D,A,C,A,A,A,D,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,C,B,A,A,A,A,A,A,A,B,A,A,D,A,C,C,A,A,D,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,B,A,A,C,B,A,A,A,A,A,A,A,B,A,A,D,A,C,A,A,A,D,A,A,A,A,D,D,A,A,D,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,C,A,A,A,A,A,A,A,A,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,D,A,A,A,A,A,A,A,A,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,D,A,A,D,A,A,A,A,A,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,D,A,A,D,A,A,A,A,D,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,D,C,A,A,D,A,A,A,A,D,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,D,D,A,A,D,A,A,A,A,D,D,A,A,A,FALSE
A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,D,D,A,A,D,A,A,A,A,D,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,C,A,A,A,A,A,A,A,A,D,A,A,B,FALSE
B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,A,D,D,A,A,D,A,A,A,A,D,D,A,A,B,FALSE
B,C,A,C,C,B,C,C,A,B,B,B,A,A,A,B,A,B,B,B,B,C,B,B,A,C,C,A,A,C,A,A,A,A,C,A,A,A,A,FALSE
C,C,A,C,C,B,C,C,C,B,B,C,C,A,A,B,A,C,C,C,B,B,B,B,A,C,C,A,A,C,A,A,A,A,D,D,A,A,B,FALSE
B,B,A,C,C,A,C,C,A,A,B,B,A,A,A,A,A,A,A,B,B,B,B,B,A,C,C,C,C,C,C,C,A,A,B,A,C,A,B,FALSE
B,B,A,C,C,B,C,C,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,B,A,C,C,C,C,B,C,C,A,A,D,D,C,A,A,FALSE
B,B,A,C,C,A,C,C,A,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,A,C,A,C,C,C,C,C,A,A,D,D,C,A,A,FALSE
B,B,A,C,C,B,C,C,A,B,B,C,A,A,A,A,A,A,B,B,B,B,B,B,A,C,C,C,C,C,C,C,A,A,B,D,C,A,B,FALSE
B,B,A,B,B,A,C,C,A,A,A,B,A,A,A,A,A,B,B,B,B,B,B,B,A,C,C,C,C,C,C,C,A,A,D,D,C,A,B,FALSE
B,B,A,C,C,A,C,C,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,B,A,C,C,C,C,C,C,C,A,A,D,D,C,A,B,FALSE
B,C,A,C,C,B,C,C,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,B,A,C,C,C,C,C,C,C,A,A,D,D,C,A,B,FALSE
B,C,A,C,C,B,C,C,B,B,B,B,B,A,A,A,A,B,B,B,B,B,C,B,A,C,C,C,C,B,C,C,A,A,D,D,C,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,A,A,A,B,B,B,B,C,C,B,A,C,C,C,C,B,C,C,A,A,D,D,C,A,B,FALSE
B,B,A,C,C,A,C,C,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,B,A,C,C,C,C,C,C,C,A,A,D,D,D,A,A,FALSE
B,B,A,B,B,A,B,B,A,A,A,C,A,A,A,A,A,A,B,B,B,A,A,B,A,D,D,C,C,D,C,C,A,A,B,D,C,A,A,FALSE
B,B,A,B,B,A,B,B,A,A,A,C,B,A,A,A,A,B,B,B,B,B,B,B,A,D,C,C,C,C,C,C,A,A,D,D,C,A,A,FALSE
B,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,B,B,B,B,B,A,B,A,D,D,C,C,D,C,C,A,A,D,D,C,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,C,A,A,A,A,A,B,B,B,B,B,A,B,A,D,C,C,C,D,C,C,A,A,D,D,C,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,C,A,A,A,A,A,B,B,B,B,B,B,B,A,D,D,C,C,D,C,C,A,A,D,D,D,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,B,B,C,C,A,B,B,A,D,D,C,C,C,C,C,A,A,D,D,D,A,B,FALSE
C,C,A,C,C,C,C,C,C,B,B,C,B,A,A,A,A,A,A,B,B,B,B,D,D,A,A,A,A,C,A,A,A,C,D,D,A,A,A,FALSE
B,B,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,D,D,C,C,A,A,D,A,A,A,C,A,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,C,C,A,A,D,A,A,A,C,D,D,A,A,A,FALSE
B,B,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,D,D,C,C,A,A,D,A,A,A,C,D,D,A,A,A,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,D,C,C,A,A,D,A,A,A,C,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,D,D,C,C,A,A,D,A,A,A,C,D,D,A,A,A,FALSE
B,B,A,B,B,A,B,B,B,B,B,C,B,A,A,A,A,A,A,A,B,B,B,D,D,C,A,A,A,D,A,A,A,C,D,D,A,A,A,FALSE
B,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,D,D,C,A,A,A,D,A,A,A,C,D,D,A,A,B,FALSE
B,B,A,B,B,A,B,B,B,B,B,C,B,A,A,A,A,A,A,A,B,B,B,D,D,C,A,A,A,D,A,A,A,C,D,D,A,A,B,FALSE
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,D,C,A,A,A,A,A,A,C,A,D,A,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,A,A,A,B,B,B,B,C,C,B,C,C,C,C,C,B,C,C,A,C,D,D,C,A,B,TRUE
B,B,A,B,B,B,C,C,A,A,B,B,A,C,A,B,A,B,B,B,B,B,B,B,C,C,C,A,A,C,A,A,A,A,C,A,A,A,A,FALSE
B,B,A,C,C,B,C,C,A,B,B,B,A,C,A,B,A,B,B,B,B,C,B,B,C,C,C,A,A,C,A,A,A,A,C,A,A,A,A,FALSE
C,C,A,C,C,B,C,C,C,C,B,C,C,A,B,A,A,A,A,B,B,A,A,D,A,A,A,A,A,D,A,A,A,A,D,D,A,A,A,FALSE
B,B,A,B,B,B,C,C,A,B,A,C,B,A,B,A,A,A,A,B,B,B,B,D,A,A,A,A,A,D,A,A,A,A,D,D,A,A,A,FALSE
C,C,A,C,C,B,C,C,C,B,B,C,B,A,B,A,A,A,A,B,B,B,B,D,A,A,A,A,A,C,A,A,A,A,D,D,A,A,A,FALSE
C,C,A,C,C,B,C,C,C,B,A,C,B,A,B,A,A,A,A,B,B,B,B,D,A,A,A,A,A,C,A,A,A,A,D,D,A,A,B,FALSE
C,C,A,C,C,B,C,C,C,B,A,C,C,A,B,A,A,A,A,B,B,B,B,D,A,A,A,A,A,C,A,A,A,A,D,D,A,A,B,TRUE
C,C,A,C,C,C,C,C,C,C,B,D,C,A,B,A,A,A,A,C,C,A,B,D,A,A,A,A,A,C,A,A,A,A,D,D,A,A,A,FALSE
B,B,A,B,B,B,B,B,B,B,A,C,C,A,B,A,A,A,A,B,B,B,A,D,A,C,A,A,A,D,A,A,A,A,D,D,A,A,A,FALSE
B,B,A,B,B,A,B,B,A,B,A,C,B,A,B,A,A,A,A,B,B,B,B,D,A,C,A,A,A,D,A,A,A,A,D,D,A,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,C,C,C,A,B,B,A,B,B,C,C,C,C,B,A,A,A,A,A,B,A,A,A,A,C,A,A,A,B,FALSE
C,C,A,C,C,C,C,C,B,B,B,C,B,A,B,B,A,B,B,C,B,C,B,B,A,C,C,A,A,B,A,A,A,A,C,A,A,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,B,B,A,B,B,C,C,B,B,B,A,C,C,A,A,B,A,A,A,A,C,A,A,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,B,B,A,B,B,C,C,C,B,B,A,C,C,A,A,C,A,A,A,A,C,A,A,A,A,FALSE
C,C,A,C,C,C,C,C,C,B,B,C,B,A,B,B,A,B,B,C,C,C,C,B,A,C,C,A,A,B,A,A,A,A,C,A,A,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,B,A,A,B,B,B,B,C,C,B,A,A,A,C,C,B,C,C,A,A,D,D,C,A,B,FALSE
C,C,A,C,C,B,C,C,C,C,B,C,C,A,B,A,A,A,A,C,C,B,B,B,A,C,C,C,C,C,C,C,A,A,B,A,C,A,D,FALSE
C,C,A,C,C,B,C,C,C,B,B,C,B,A,B,A,A,B,B,B,B,B,B,B,A,C,C,C,C,B,C,C,A,A,D,D,C,A,A,FALSE
C,C,A,C,C,B,C,C,C,B,B,C,C,A,B,A,A,B,B,B,B,B,B,B,A,C,C,C,C,C,C,C,A,A,D,D,C,A,A,FALSE
C,C,A,C,C,B,C,C,C,B,B,B,B,A,B,A,A,B,B,B,B,C,C,B,A,C,C,C,C,B,C,C,A,A,D,D,C,A,B,FALSE
C,C,A,C,C,B,C,C,B,B,B,C,B,A,B,A,A,B,B,B,B,B,B,B,A,C,C,C,C,C,C,C,A,A,D,D,C,A,B,FALSE
C,C,A,C,C,B,C,C,B,B,B,C,B,A,B,A,A,A,B,C,C,B,B,B,A,C,C,C,C,C,C,C,A,A,B,D,C,A,A,FALSE
B,B,A,B,B,B,C,C,A,B,B,C,B,A,B,A,A,B,B,C,C,B,B,B,A,C,C,C,C,D,C,C,A,A,D,D,C,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,B,A,A,A,B,C,C,C,B,B,A,C,A,C,C,C,C,C,A,A,B,D,C,A,B,FALSE
C,C,A,C,C,B,C,C,B,B,B,C,B,A,B,A,A,B,B,C,C,B,B,B,A,C,C,C,C,C,C,C,A,A,D,D,C,A,B,TRUE
B,B,A,B,B,A,B,B,A,A,A,C,B,A,B,A,A,A,A,B,B,A,A,D,D,C,A,A,A,D,A,A,A,C,D,D,A,A,A,FALSE
C,C,A,B,B,B,B,B,B,B,A,C,B,A,B,A,A,A,A,B,B,B,B,D,D,C,A,A,A,D,A,A,A,C,D,D,A,A,A,FALSE
C,C,A,B,B,B,B,B,B,B,B,C,B,A,B,A,A,A,A,B,B,B,B,D,D,C,A,A,A,D,A,A,A,C,D,D,A,A,A,FALSE
C,C,A,B,B,B,B,B,B,B,B,C,C,A,B,A,A,A,A,B,B,B,B,D,D,C,A,A,A,D,A,A,A,C,D,D,A,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,C,C,C,A,B,A,A,B,B,C,C,C,C,B,D,A,A,C,C,B,C,C,A,C,D,D,C,A,B,FALSE
C,C,A,C,C,B,C,C,C,B,B,C,B,A,B,A,A,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,A,C,D,D,C,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,B,A,A,B,B,C,C,C,C,B,C,C,C,C,C,B,C,C,A,C,D,D,C,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,B,A,A,B,B,C,C,C,C,B,C,C,C,C,C,B,C,C,A,C,D,D,C,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,B,A,A,B,B,C,C,C,C,B,C,C,C,C,C,B,C,C,A,C,D,D,C,A,D,FALSE
C,C,A,C,C,C,C,C,C,C,B,D,C,A,C,A,A,A,A,C,C,A,B,D,A,A,A,A,A,C,A,A,A,A,D,D,A,A,D,FALSE
C,C,A,C,C,B,C,C,B,B,B,C,C,A,C,B,A,B,B,C,C,B,B,B,A,C,C,A,A,C,A,A,A,A,C,A,A,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,C,C,C,A,C,A,A,B,B,C,C,B,C,B,A,A,A,C,C,B,C,C,A,A,D,D,C,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,A,A,B,B,C,C,C,C,B,A,A,A,C,C,B,C,C,A,A,D,D,C,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,A,A,A,B,C,C,B,B,B,A,A,A,C,C,C,C,C,A,A,B,D,C,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,A,A,B,B,C,C,C,C,B,A,A,A,C,C,B,C,C,A,A,D,D,C,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,A,A,A,B,C,C,B,B,B,A,B,C,C,C,C,C,C,A,A,B,D,C,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,A,A,B,B,C,C,B,B,B,A,B,C,C,C,C,C,C,A,A,D,D,C,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,A,A,A,A,B,B,B,B,D,C,A,A,A,A,C,A,A,A,C,D,D,A,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,A,A,A,A,B,B,B,B,D,D,A,A,A,A,C,A,A,A,C,D,D,A,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,A,A,A,A,B,B,B,B,D,D,A,A,A,A,D,A,A,A,C,D,D,A,A,B,TRUE
C,C,A,C,C,C,C,C,C,C,B,C,C,A,C,B,A,B,B,C,C,C,B,B,C,C,C,A,A,B,A,A,A,C,C,A,A,A,A,FALSE
C,C,A,C,C,C,C,C,C,C,C,C,C,A,C,A,A,B,B,C,C,B,B,B,D,A,A,C,C,B,C,C,A,C,D,D,C,A,B,FALSE
C,C,A,C,C,C,C,C,C,C,B,C,C,C,C,A,A,B,B,C,C,C,C,B,C,B,A,C,C,B,C,C,A,A,D,D,C,A,B,TRUE
C,C,B,C,C,C,C,C,C,C,C,C,C,A,A,B,A,B,B,C,C,C,C,D,A,A,B,C,C,B,C,C,A,A,C,A,C,D,B,FALSE
C,C,B,C,C,C,C,C,B,B,B,C,B,A,A,B,A,B,C,C,C,C,C,B,A,C,C,C,C,B,C,C,A,A,B,A,C,A,A,FALSE
C,C,B,C,C,C,C,C,C,C,C,C,C,A,A,B,A,C,C,C,C,B,C,B,A,C,D,C,C,B,D,C,A,A,D,A,C,A,B,FALSE
C,C,B,C,C,C,C,C,C,C,C,C,C,A,A,B,A,C,C,C,C,C,C,B,A,C,C,C,C,B,C,C,A,A,C,A,C,C,A,FALSE
C,C,B,C,C,C,C,C,C,B,B,B,A,A,A,B,A,C,C,C,C,B,C,B,A,C,C,C,C,B,C,C,A,A,D,D,C,A,A,FALSE
C,C,B,C,C,B,C,C,C,B,B,C,C,A,A,B,A,C,C,C,C,B,B,B,A,C,C,C,C,C,C,C,A,A,D,D,C,A,B,FALSE
C,C,B,C,C,B,C,C,B,B,B,C,B,A,A,B,A,C,B,C,C,C,B,C,A,C,C,C,C,C,C,C,A,A,C,A,D,D,A,FALSE
C,C,B,C,C,C,C,C,C,C,B,C,C,A,A,B,A,C,B,C,C,C,C,D,A,C,C,C,C,B,C,C,A,A,D,A,D,D,D,FALSE
C,C,B,C,C,C,C,C,C,C,B,C,C,A,A,B,A,C,B,C,C,C,C,D,C,C,C,C,C,B,C,C,A,C,D,A,D,D,D,TRUE
C,C,B,C,C,C,C,C,C,B,B,C,B,A,B,B,A,C,C,C,C,B,B,B,A,C,C,A,A,C,A,A,A,A,C,A,A,A,A,TRUE
C,C,B,C,C,C,C,C,C,C,B,C,C,A,B,B,A,B,C,C,C,C,C,D,A,B,C,C,C,B,C,C,A,A,C,D,C,D,B,FALSE
C,C,B,C,C,B,C,C,B,B,B,C,B,A,B,B,A,A,B,C,C,B,B,B,A,C,C,C,C,C,C,C,A,A,A,A,C,A,B,FALSE
C,C,B,C,C,C,C,C,C,C,B,C,B,A,B,B,A,B,C,C,C,C,C,B,A,C,C,C,C,B,C,C,A,A,B,A,C,A,A,FALSE
C,C,B,C,C,C,C,C,C,C,C,C,C,A,B,B,A,B,C,C,C,C,C,B,A,C,C,C,C,B,C,C,A,A,B,A,C,A,A,TRUE
C,C,B,C,C,C,C,C,C,C,C,C,C,A,B,B,A,C,C,C,C,C,C,B,A,C,C,C,C,B,C,C,A,A,C,A,C,A,B,FALSE
C,C,B,C,C,B,C,C,B,B,B,C,B,A,B,B,A,C,C,C,C,B,B,C,A,C,C,C,C,C,C,C,A,A,C,A,C,D,B,FALSE
C,C,B,C,C,C,C,C,C,B,B,C,B,A,B,B,A,A,C,C,C,B,B,B,A,C,C,C,C,C,C,C,A,A,A,D,C,A,B,FALSE
C,C,B,C,C,C,C,C,C,C,B,C,C,A,B,B,A,C,C,C,C,C,C,B,A,C,C,C,C,B,C,C,A,A,D,D,C,A,B,FALSE
C,C,B,C,C,C,C,C,C,B,B,C,C,A,B,B,A,A,C,C,C,C,B,D,A,C,C,C,C,C,C,C,A,A,A,D,C,D,B,FALSE
C,C,B,C,C,C,C,C,C,B,B,C,C,A,B,B,A,C,C,C,C,C,B,D,A,C,C,C,C,C,C,C,A,A,D,D,C,D,B,FALSE
